1.000000000000000000e+00,2.100000000000000087e-04
9.505299999999999860e-01,1.027999999999999921e-02
9.010399999999999521e-01,2.037999999999999881e-02
8.514800000000000146e-01,3.017999999999999849e-02
8.015099999999999447e-01,3.966999999999999693e-02
7.512600000000000389e-01,4.780000000000000221e-02
7.010800000000000365e-01,5.480000000000000149e-02
6.508500000000000396e-01,6.106000000000000316e-02
6.005700000000000482e-01,6.623999999999999333e-02
5.502500000000000169e-01,7.040000000000000424e-02
4.998900000000000010e-01,7.344000000000000528e-02
4.495000000000000107e-01,7.521999999999999520e-02
3.991000000000000103e-01,7.552000000000000379e-02
3.487100000000000199e-01,7.413999999999999757e-02
2.983399999999999941e-01,7.130999999999999839e-02
2.479999999999999982e-01,6.704999999999999849e-02
1.976999999999999869e-01,6.126000000000000195e-02
1.474800000000000000e-01,5.365999999999999936e-02
9.736999999999999822e-02,4.379999999999999866e-02
7.230000000000000315e-02,3.864999999999999686e-02
4.748999999999999749e-02,3.033999999999999891e-02
2.275999999999999898e-02,2.094999999999999987e-02
1.059000000000000045e-02,1.451000000000000033e-02
5.819999999999999653e-03,1.111999999999999968e-02
3.500000000000000073e-03,9.020000000000000240e-03
0.000000000000000000e+00,0.000000000000000000e+00
6.499999999999999702e-03,-6.779999999999999569e-03
9.180000000000000659e-03,-7.960000000000000062e-03
1.440999999999999920e-02,-9.690000000000000696e-03
2.724000000000000032e-02,-1.251000000000000029e-02
5.251000000000000112e-02,-1.592000000000000012e-02
7.770000000000000517e-02,-1.918999999999999873e-02
1.026299999999999990e-01,-1.995999999999999858e-02
1.525199999999999889e-01,-2.244000000000000161e-02
2.023000000000000076e-01,-2.406000000000000152e-02
2.520000000000000018e-01,-2.498999999999999833e-02
3.016599999999999837e-01,-2.537000000000000019e-02
3.512899999999999912e-01,-2.518000000000000099e-02
4.008999999999999786e-01,-2.435999999999999971e-02
4.505000000000000115e-01,-2.265999999999999959e-02
5.001100000000000545e-01,-2.024000000000000105e-02
5.497499999999999609e-01,-1.736000000000000043e-02
5.994300000000000184e-01,-1.417999999999999990e-02
6.491500000000000048e-01,-1.085999999999999986e-02
6.989199999999999857e-01,-7.599999999999999985e-03
7.487399999999999611e-01,-4.599999999999999922e-03
7.984900000000000331e-01,-2.289999999999999935e-03
8.485200000000000520e-01,-1.319999999999999993e-03
8.989599999999999813e-01,-7.600000000000000418e-04
9.494700000000000362e-01,-4.800000000000000122e-04
1.000000000000000000e+00,-2.100000000000000087e-04
