1.000000000000000000e+00,0.000000000000000000e+00
9.964600000000000124e-01,2.700000000000000035e-04
9.862499999999999600e-01,1.309999999999999967e-03
9.701699999999999768e-01,3.299999999999999982e-03
9.488499999999999712e-01,5.910000000000000323e-03
9.224700000000000122e-01,8.760000000000000425e-03
8.911799999999999722e-01,1.187999999999999994e-02
8.553800000000000292e-01,1.532000000000000028e-02
8.155999999999999917e-01,1.907999999999999974e-02
7.723700000000000010e-01,2.307999999999999982e-02
7.262699999999999712e-01,2.722000000000000114e-02
6.778899999999999926e-01,3.135000000000000286e-02
6.277700000000000502e-01,3.534999999999999948e-02
5.764700000000000379e-01,3.908999999999999975e-02
5.245600000000000263e-01,4.245999999999999774e-02
4.726099999999999746e-01,4.535999999999999754e-02
4.211599999999999788e-01,4.769999999999999934e-02
3.707699999999999885e-01,4.938000000000000028e-02
3.219600000000000239e-01,5.034000000000000280e-02
2.752299999999999747e-01,5.050999999999999934e-02
2.310599999999999876e-01,4.982000000000000317e-02
1.898700000000000110e-01,4.823999999999999816e-02
1.520299999999999985e-01,4.574000000000000288e-02
1.178899999999999948e-01,4.232999999999999957e-02
8.773999999999999855e-02,3.801999999999999824e-02
6.178999999999999770e-02,3.287000000000000338e-02
4.023999999999999799e-02,2.697000000000000092e-02
2.317999999999999922e-02,2.041000000000000106e-02
1.064999999999999974e-02,1.345000000000000015e-02
2.759999999999999867e-03,6.450000000000000004e-03
0.000000000000000000e+00,0.000000000000000000e+00
2.759999999999999867e-03,-6.450000000000000004e-03
1.065999999999999934e-02,-1.345000000000000015e-02
2.318999999999999881e-02,-2.041000000000000106e-02
4.023999999999999799e-02,-2.697000000000000092e-02
6.180000000000000077e-02,-3.287000000000000338e-02
8.773999999999999855e-02,-3.801999999999999824e-02
1.179000000000000048e-01,-4.232999999999999957e-02
1.520400000000000085e-01,-4.574000000000000288e-02
1.898700000000000110e-01,-4.823999999999999816e-02
2.310699999999999976e-01,-4.982000000000000317e-02
2.752399999999999847e-01,-5.050999999999999934e-02
3.219699999999999784e-01,-5.034000000000000280e-02
3.707699999999999885e-01,-4.938000000000000028e-02
4.211699999999999888e-01,-4.769000000000000322e-02
4.726199999999999846e-01,-4.535999999999999754e-02
5.245699999999999807e-01,-4.245999999999999774e-02
5.764799999999999924e-01,-3.907999999999999668e-02
6.277800000000000047e-01,-3.534000000000000336e-02
6.778999999999999471e-01,-3.135000000000000286e-02
7.262899999999999912e-01,-2.722000000000000114e-02
7.723799999999999555e-01,-2.307999999999999982e-02
8.156099999999999461e-01,-1.907000000000000015e-02
8.553899999999999837e-01,-1.532000000000000028e-02
8.911900000000000377e-01,-1.187999999999999994e-02
9.224799999999999667e-01,-8.760000000000000425e-03
9.488600000000000367e-01,-5.910000000000000323e-03
9.701800000000000423e-01,-3.299999999999999982e-03
9.862600000000000255e-01,-1.309999999999999967e-03
9.964699999999999669e-01,-2.700000000000000035e-04
1.000000000000000000e+00,0.000000000000000000e+00
