1.000000000000000000e+00,0.000000000000000000e+00
9.749999999999999778e-01,3.200000000000000153e-03
9.499999999999999556e-01,6.680000000000000174e-03
9.250000000000000444e-01,1.022999999999999951e-02
9.000000000000000222e-01,1.362999999999999975e-02
8.750000000000000000e-01,1.712999999999999939e-02
8.499999999999999778e-01,2.060999999999999985e-02
8.249999999999999556e-01,2.417000000000000051e-02
8.000000000000000444e-01,2.775000000000000036e-02
7.500000000000000000e-01,3.470000000000000168e-02
6.999999999999999556e-01,4.125000000000000194e-02
6.500000000000000222e-01,4.717999999999999972e-02
5.999999999999999778e-01,5.244999999999999662e-02
5.500000000000000444e-01,5.682999999999999857e-02
5.000000000000000000e-01,6.019999999999999657e-02
4.500000000000000111e-01,6.253000000000000225e-02
4.000000000000000222e-01,6.386000000000000010e-02
3.750000000000000000e-01,6.415999999999999481e-02
3.499999999999999778e-01,6.419999999999999318e-02
3.250000000000000111e-01,6.396000000000000296e-02
2.999999999999999889e-01,6.336999999999999578e-02
2.750000000000000222e-01,6.244999999999999857e-02
2.500000000000000000e-01,6.128999999999999726e-02
2.250000000000000056e-01,5.990999999999999798e-02
2.000000000000000111e-01,5.822999999999999704e-02
1.749999999999999889e-01,5.612000000000000322e-02
1.499999999999999944e-01,5.337000000000000077e-02
1.250000000000000000e-01,4.981000000000000011e-02
1.000000000000000056e-01,4.531000000000000305e-02
7.499999999999999722e-02,3.969000000000000306e-02
5.000000000000000278e-02,3.255999999999999867e-02
3.749999999999999861e-02,2.817000000000000060e-02
2.500000000000000139e-02,2.289000000000000062e-02
1.874999999999999931e-02,1.970999999999999835e-02
1.250000000000000069e-02,1.583999999999999991e-02
8.750000000000000833e-03,1.302999999999999992e-02
5.000000000000000104e-03,9.419999999999999554e-03
2.500000000000000052e-03,6.119999999999999572e-03
0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000052e-03,-4.270000000000000358e-03
5.000000000000000104e-03,-6.329999999999999689e-03
8.750000000000000833e-03,-8.720000000000000320e-03
1.250000000000000069e-02,-1.065999999999999934e-02
1.874999999999999931e-02,-1.327000000000000055e-02
2.500000000000000139e-02,-1.525999999999999926e-02
3.749999999999999861e-02,-1.840999999999999928e-02
5.000000000000000278e-02,-2.082000000000000170e-02
7.499999999999999722e-02,-2.452000000000000013e-02
1.000000000000000056e-01,-2.730000000000000135e-02
1.250000000000000000e-01,-2.948999999999999885e-02
1.499999999999999944e-01,-3.122000000000000122e-02
1.749999999999999889e-01,-3.253999999999999948e-02
2.000000000000000111e-01,-3.352000000000000118e-02
2.250000000000000056e-01,-3.427000000000000185e-02
2.500000000000000000e-01,-3.481999999999999679e-02
2.750000000000000222e-01,-3.524000000000000049e-02
2.999999999999999889e-01,-3.550999999999999990e-02
3.250000000000000111e-01,-3.558999999999999664e-02
3.499999999999999778e-01,-3.543000000000000316e-02
3.750000000000000000e-01,-3.504000000000000170e-02
4.000000000000000222e-01,-3.443999999999999839e-02
4.500000000000000111e-01,-3.269999999999999990e-02
5.000000000000000000e-01,-3.022999999999999993e-02
5.500000000000000444e-01,-2.707999999999999990e-02
5.999999999999999778e-01,-2.332000000000000045e-02
6.500000000000000222e-01,-1.915999999999999995e-02
6.999999999999999556e-01,-1.489000000000000046e-02
7.500000000000000000e-01,-1.071000000000000077e-02
8.000000000000000444e-01,-6.910000000000000343e-03
8.249999999999999556e-01,-5.270000000000000379e-03
8.499999999999999778e-01,-3.850000000000000124e-03
8.750000000000000000e-01,-2.729999999999999788e-03
9.000000000000000222e-01,-1.799999999999999951e-03
9.250000000000000444e-01,-1.180000000000000059e-03
9.499999999999999556e-01,-5.100000000000000366e-04
9.749999999999999778e-01,-1.000000000000000048e-04
1.000000000000000000e+00,0.000000000000000000e+00
